date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,total_deaths_per_million,icu_patients,hosp_patients,weekly_hosp_admissions,daily_case_change_rate,daily_death_change_rate,hospitalization_rate,icu_rate,case_fatality_rate,7day_avg_new_cases,7day_avg_new_deaths,hospitalization_need,icu_requirement
2020-07-21,3853351.0,60012.0,145801.0,932.0,11390.679,430.994,11458.0,42195.0,30552.0,,,1.0950209311324093,0.29735157788636435,3.7837456281558572,,,High,High
2020-07-22,3911870.0,58519.0,146668.0,867.0,11563.663,433.557,12487.0,46107.0,31352.0,1.51865220687137,0.594646127255643,1.1786434620782387,0.31920794913941414,3.749306597611884,,,High,High
2020-07-23,3975206.0,63336.0,147861.0,1193.0,11750.887,437.084,13916.0,47834.0,31679.0,1.6190722084322842,0.8134016963482151,1.2033087090329406,0.35006990832676343,3.7195808217234525,,,High,High
2020-07-24,4047622.0,72416.0,149052.0,1191.0,11964.952,440.604,13627.0,46748.0,31870.0,1.8216917563517465,0.8054862336924543,1.1549497458013618,0.336666813254795,3.682458490442042,,,High,High
2020-07-25,4120764.0,73142.0,150306.0,1254.0,12181.163,444.311,14402.0,51831.0,32804.0,1.8070363289852658,0.8413171242251027,1.2578007379214144,0.349498296917756,3.647527497328165,,,High,High
2020-07-26,4193916.0,73152.0,151590.0,1284.0,12397.404,448.107,12403.0,43096.0,33651.0,1.7752047921210725,0.8542573150772423,1.0275837665799696,0.2957379213126825,3.6145216070135886,,,High,High
2020-07-27,4255512.0,61596.0,152738.0,1148.0,12579.484,451.5,14230.0,47165.0,34623.0,1.4686989438987335,0.7573058908899003,1.108327270608096,0.3343898454522041,3.5891803383470657,66024.71428571429,1124.142857142857,High,High
2020-07-28,4313271.0,57759.0,153689.0,951.0,12750.223,454.312,14578.0,48115.0,35638.0,1.3572749882975303,0.6226348387434693,1.1155107110125935,0.3379801547363938,3.563165866461903,65702.85714285714,1126.857142857143,High,High
2020-07-29,4367278.0,54007.0,154625.0,936.0,12909.87,457.078,14021.0,45617.0,36275.0,1.2521123759671025,0.6090221160915876,1.044517889632856,0.3210466565215221,3.540534859470819,65058.28571428572,1136.7142857142858,High,High
2020-07-30,4425986.0,58708.0,155788.0,1163.0,13083.413,460.516,14653.0,46832.0,36799.0,1.3442698174927266,0.7521422797089733,1.0581145082700216,0.3310674728749707,3.5198484586259426,64397.142857142855,1132.4285714285713,High,High
2020-07-31,4490841.0,64855.0,156967.0,1179.0,13275.128,464.001,14603.0,46150.0,38019.0,1.465323207077474,0.7567976994376974,1.0276471600753623,0.3251729464481152,3.495269594269759,63317.0,1130.7142857142858,High,High
2020-08-01,4556982.0,66141.0,158367.0,1400.0,13470.643,468.14,14400.0,50419.0,38572.0,1.4727976341179747,0.8919072161664553,1.1064120946714293,0.31599861487273817,3.4752606001077027,62316.857142857145,1151.5714285714287,High,High
2020-08-02,4625166.0,68184.0,159736.0,1369.0,13672.198,472.187,14053.0,50238.0,38561.0,1.4962534414224151,0.8644477700531046,1.0861880416832608,0.30383774333721214,3.453627394130286,61607.142857142855,1163.7142857142858,High,High
2020-08-03,4681578.0,56412.0,160900.0,1164.0,13838.955,475.628,14245.0,45291.0,38041.0,1.219675142470562,0.728702358892172,0.9674302126334325,0.30427774566609805,3.4368753441681417,60866.57142857143,1166.0,High,High
2020-08-04,4732427.0,50849.0,161822.0,922.0,13989.267,478.353,14116.0,45134.0,37004.0,1.0861508662250208,0.5730267246737104,0.9537178280827153,0.29828246690334576,3.4194293963752633,59879.42857142857,1161.857142857143,High,High
2020-08-05,4777756.0,45329.0,162675.0,853.0,14123.261,480.875,14059.0,44663.0,36591.0,0.9578383353826695,0.5271223937412712,0.9348112377442465,0.2942594808106567,3.4048411011361823,58639.71428571428,1150.0,High,High
2020-08-06,4829812.0,52056.0,163747.0,1072.0,14277.141,484.043,13885.0,43891.0,36115.0,1.0895491523635783,0.6589826340863686,0.9087517278105235,0.28748530998722105,3.390339002843175,57689.42857142857,1137.0,High,High
2020-08-07,4885404.0,55592.0,165007.0,1260.0,14441.474,487.768,13769.0,43210.0,34747.0,1.1510178864104854,0.7694797461938234,0.8844713763692829,0.28183953670975825,3.3775507614109292,56366.142857142855,1148.5714285714287,High,High
2020-08-08,4938569.0,53165.0,166218.0,1211.0,14598.632,491.348,13358.0,41593.0,33369.0,1.088241627509209,0.7339082584375208,0.8422075301570152,0.2704832108248361,3.3657118084206177,54512.42857142857,1121.5714285714287,High,High
2020-08-09,5001075.0,62506.0,167535.0,1317.0,14783.402,495.241,13163.0,41484.0,33014.0,1.2656702781716729,0.7923329603292062,0.8295016571437142,0.2632034112665777,3.3499797543528143,53701.28571428572,1114.142857142857,High,High
2020-08-10,5052754.0,51679.0,168578.0,1043.0,14936.168,498.324,13181.0,42072.0,32638.0,1.0333578280669655,0.6225564807353687,0.832654825467458,0.26086763772786087,3.336358746141213,53025.142857142855,1096.857142857143,High,High
2020-08-11,5099227.0,46473.0,169478.0,900.0,15073.544,500.985,13058.0,41645.0,32371.0,0.919755840082458,0.5338774929112933,0.8166924123989774,0.2560780290816628,3.3236017929776414,52400.0,1093.7142857142858,High,High
2020-08-12,5142604.0,43377.0,170273.0,795.0,15201.768,503.335,12868.0,41817.0,31983.0,0.8506583448824694,0.46908743317716756,0.8131483583025253,0.2502234276642728,3.311026864989021,52121.142857142855,1085.4285714285713,High,High
2020-08-13,5201562.0,58958.0,171371.0,1098.0,15376.051,506.58,12677.0,41240.0,31666.0,1.1464619869622472,0.6448468048369382,0.7928387665089832,0.24371525322585794,3.2946065047383843,53107.142857142855,1089.142857142857,High,High
2020-08-14,5255954.0,54392.0,172697.0,1326.0,15536.836,510.5,12512.0,39980.0,31573.0,1.0456858920455048,0.7737598543510862,0.7606611473388085,0.23805383380448153,3.2857403242113605,52935.71428571428,1098.5714285714287,High,High
